timestamp,ignore_thrust,ignore_attitude,ignore_bodyrate_x,ignore_bodyrate_y,ignore_bodyrate_z,ignore_position,ignore_velocity,ignore_acceleration_force,ignore_alt_hold
76628000,0,0,1,1,1,0,1,1,0
76668000,0,0,1,1,1,0,1,1,0
76720000,0,0,1,1,1,0,1,1,0
76768000,0,0,1,1,1,0,1,1,0
76820000,0,0,1,1,1,0,1,1,0
76872000,0,0,1,1,1,0,1,1,0
76920000,0,0,1,1,1,0,1,1,0
76972000,0,0,1,1,1,0,1,1,0
77020000,0,0,1,1,1,0,1,1,0
77072000,0,0,1,1,1,0,1,1,0
77124000,0,0,1,1,1,0,1,1,0
77172000,0,0,1,1,1,0,1,1,0
77224000,0,0,1,1,1,0,1,1,0
77276000,0,0,1,1,1,0,1,1,0
77324000,0,0,1,1,1,0,1,1,0
77376000,0,0,1,1,1,0,1,1,0
77428000,0,0,1,1,1,0,1,1,0
77476000,0,0,1,1,1,0,1,1,0
77528000,0,0,1,1,1,0,1,1,0
77568000,0,0,1,1,1,0,1,1,0
77620000,0,0,1,1,1,0,1,1,0
77668000,0,0,1,1,1,0,1,1,0
77720000,0,0,1,1,1,0,1,1,0
77768000,0,0,1,1,1,0,1,1,0
77820000,0,0,1,1,1,0,1,1,0
77872000,0,0,1,1,1,0,1,1,0
77920000,0,0,1,1,1,0,1,1,0
77972000,0,0,1,1,1,0,1,1,0
78024000,0,0,1,1,1,0,1,1,0
78072000,0,0,1,1,1,0,1,1,0
78124000,0,0,1,1,1,0,1,1,0
78176000,0,0,1,1,1,0,1,1,0
78224000,0,0,1,1,1,0,1,1,0
78276000,0,0,1,1,1,0,1,1,0
78328000,0,0,1,1,1,0,1,1,0
78376000,0,0,1,1,1,0,1,1,0
78428000,0,0,1,1,1,0,1,1,0
78468000,0,0,1,1,1,0,1,1,0
78520000,0,0,1,1,1,0,1,1,0
78568000,0,0,1,1,1,0,1,1,0
78620000,0,0,1,1,1,0,1,1,0
78668000,0,0,1,1,1,0,1,1,0
78720000,0,0,1,1,1,0,1,1,0
78772000,0,0,1,1,1,0,1,1,0
78820000,0,0,1,1,1,0,1,1,0
78872000,0,0,1,1,1,0,1,1,0
78924000,0,0,1,1,1,0,1,1,0
78972000,0,0,1,1,1,0,1,1,0
79024000,0,0,1,1,1,0,1,1,0
79076000,0,0,1,1,1,0,1,1,0
79124000,0,0,1,1,1,0,1,1,0
79172000,0,0,1,1,1,0,1,1,0
79220000,0,0,1,1,1,0,1,1,0
79272000,0,0,1,1,1,0,1,1,0
79324000,0,0,1,1,1,0,1,1,0
79372000,0,0,1,1,1,0,1,1,0
79424000,0,0,1,1,1,0,1,1,0
79464000,0,0,1,1,1,0,1,1,0
79516000,0,0,1,1,1,0,1,1,0
79564000,0,0,1,1,1,0,1,1,0
79616000,0,0,1,1,1,0,1,1,0
79664000,0,0,1,1,1,0,1,1,0
79716000,0,0,1,1,1,0,1,1,0
79768000,0,0,1,1,1,0,1,1,0
79816000,0,0,1,1,1,0,1,1,0
79868000,0,0,1,1,1,0,1,1,0
79920000,0,0,1,1,1,0,1,1,0
79968000,0,0,1,1,1,0,1,1,0
80020000,0,0,1,1,1,0,1,1,0
80072000,0,0,1,1,1,0,1,1,0
80120000,0,0,1,1,1,0,1,1,0
80172000,0,0,1,1,1,0,1,1,0
80220000,0,0,1,1,1,0,1,1,0
80272000,0,0,1,1,1,0,1,1,0
80324000,0,0,1,1,1,0,1,1,0
80372000,0,0,1,1,1,0,1,1,0
80412000,0,0,1,1,1,0,1,1,0
80464000,0,0,1,1,1,0,1,1,0
80516000,0,0,1,1,1,0,1,1,0
80564000,0,0,1,1,1,0,1,1,0
80616000,0,0,1,1,1,0,1,1,0
80668000,0,0,1,1,1,0,1,1,0
80716000,0,0,1,1,1,0,1,1,0
80768000,0,0,1,1,1,0,1,1,0
80820000,0,0,1,1,1,0,1,1,0
80868000,0,0,1,1,1,0,1,1,0
80920000,0,0,1,1,1,0,1,1,0
80972000,0,0,1,1,1,0,1,1,0
81020000,0,0,1,1,1,0,1,1,0
81072000,0,0,1,1,1,0,1,1,0
81120000,0,0,1,1,1,0,1,1,0
81172000,0,0,1,1,1,0,1,1,0
81224000,0,0,1,1,1,0,1,1,0
81272000,0,0,1,1,1,0,1,1,0
81312000,0,0,1,1,1,0,1,1,0
81364000,0,0,1,1,1,0,1,1,0
81416000,0,0,1,1,1,0,1,1,0
81464000,0,0,1,1,1,0,1,1,0
81516000,0,0,1,1,1,0,1,1,0
81568000,0,0,1,1,1,0,1,1,0
81616000,0,0,1,1,1,0,1,1,0
81668000,0,0,1,1,1,0,1,1,0
81720000,0,0,1,1,1,0,1,1,0
81768000,0,0,1,1,1,0,1,1,0
81820000,0,0,1,1,1,0,1,1,0
81868000,0,0,1,1,1,0,1,1,0
81920000,0,0,1,1,1,0,1,1,0
81972000,0,0,1,1,1,0,1,1,0
82020000,0,0,1,1,1,0,1,1,0
82072000,0,0,1,1,1,0,1,1,0
82124000,0,0,1,1,1,0,1,1,0
82172000,0,0,1,1,1,0,1,1,0
82224000,0,0,1,1,1,0,1,1,0
82264000,0,0,1,1,1,0,1,1,0
82316000,0,0,1,1,1,0,1,1,0
82364000,0,0,1,1,1,0,1,1,0
82416000,0,0,1,1,1,0,1,1,0
82464000,0,0,1,1,1,0,1,1,0
82516000,0,0,1,1,1,0,1,1,0
82568000,0,0,1,1,1,0,1,1,0
82616000,0,0,1,1,1,0,1,1,0
82668000,0,0,1,1,1,0,1,1,0
82720000,0,0,1,1,1,0,1,1,0
82768000,0,0,1,1,1,0,1,1,0
82820000,0,0,1,1,1,0,1,1,0
82872000,0,0,1,1,1,0,1,1,0
82920000,0,0,1,1,1,0,1,1,0
82972000,0,0,1,1,1,0,1,1,0
83020000,0,0,1,1,1,0,1,1,0
83072000,0,0,1,1,1,0,1,1,0
83124000,0,0,1,1,1,0,1,1,0
83172000,0,0,1,1,1,0,1,1,0
83224000,0,0,1,1,1,0,1,1,0
83264000,0,0,1,1,1,0,1,1,0
83316000,0,0,1,1,1,0,1,1,0
83364000,0,0,1,1,1,0,1,1,0
83416000,0,0,1,1,1,0,1,1,0
83464000,0,0,1,1,1,0,1,1,0
83516000,0,0,1,1,1,0,1,1,0
83568000,0,0,1,1,1,0,1,1,0
83616000,0,0,1,1,1,0,1,1,0
83668000,0,0,1,1,1,0,1,1,0
83720000,0,0,1,1,1,0,1,1,0
83768000,0,0,1,1,1,0,1,1,0
83820000,0,0,1,1,1,0,1,1,0
83872000,0,0,1,1,1,0,1,1,0
83920000,0,0,1,1,1,0,1,1,0
83972000,0,0,1,1,1,0,1,1,0
84020000,0,0,1,1,1,0,1,1,0
84072000,0,0,1,1,1,0,1,1,0
84124000,0,0,1,1,1,0,1,1,0
84172000,0,0,1,1,1,0,1,1,0
84212000,0,0,1,1,1,0,1,1,0
84264000,0,0,1,1,1,0,1,1,0
84316000,0,0,1,1,1,0,1,1,0
84364000,0,0,1,1,1,0,1,1,0
84416000,0,0,1,1,1,0,1,1,0
84468000,0,0,1,1,1,0,1,1,0
84516000,0,0,1,1,1,0,1,1,0
84568000,0,0,1,1,1,0,1,1,0
84620000,0,0,1,1,1,0,1,1,0
84668000,0,0,1,1,1,0,1,1,0
84720000,0,0,1,1,1,0,1,1,0
84768000,0,0,1,1,1,0,1,1,0
84820000,0,0,1,1,1,0,1,1,0
84872000,0,0,1,1,1,0,1,1,0
84920000,0,0,1,1,1,0,1,1,0
84972000,0,0,1,1,1,0,1,1,0
85024000,0,0,1,1,1,0,1,1,0
85072000,0,0,1,1,1,0,1,1,0
85124000,0,0,1,1,1,0,1,1,0
85164000,0,0,1,1,1,0,1,1,0
85216000,0,0,1,1,1,0,1,1,0
85264000,0,0,1,1,1,0,1,1,0
85316000,0,0,1,1,1,0,1,1,0
85368000,0,0,1,1,1,0,1,1,0
85416000,0,0,1,1,1,0,1,1,0
