timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
20000,-0.0,-0.0,0.0,1.0
24000,-0.0,-0.0,0.0,1.0
28000,-0.0,-0.0,0.0,1.0
32000,-0.0,-0.0,0.0,1.0
40000,-0.0,-0.0,0.0,1.0
44000,-0.0,-0.0,0.0,1.0
48000,-0.0,-0.0,0.0,1.0
56000,-0.0,-0.0,0.0,1.0
64000,-0.0,-0.0,0.0,1.0
68000,-0.0,-0.0,0.0,1.0
72000,-0.0,-0.0,0.0,1.0
76000,-0.0,-0.0,0.0,1.0
80000,-0.0,-0.0,0.0,1.0
84000,-0.0,-0.0,0.0,1.0
88000,-0.0,-0.0,0.0,1.0
96000,-0.0,-0.0,0.0,1.0
104000,-0.0,-0.0,0.0,1.0
108000,-0.0,-0.0,0.0,1.0
112000,-0.0,-0.0,0.0,1.0
116000,-0.0,-0.0,0.0,1.0
120000,-0.0,-0.0,0.0,1.0
124000,-0.0,-0.0,0.0,1.0
128000,-0.0,-0.0,0.0,1.0
132000,-0.0,-0.0,0.0,1.0
140000,-0.0,-0.0,0.0,1.0
144000,-0.0,-0.0,0.0,0.0
148000,-0.0,-0.0,0.0,0.0
156000,-0.0,-0.0,0.0,0.0
160000,-0.0,-0.0,0.0,0.0
168000,-0.0,-0.0,0.0,0.0
176000,-0.0,-0.0,0.0,0.0
184000,-0.0,-0.0,0.0,0.0
192000,-0.0,-0.0,0.0,0.0
196000,-0.0,-0.0,0.0,0.0
200000,-0.0,-0.0,0.0,0.0
204000,-0.0,-0.0,0.0,0.0
212000,-0.0,-0.0,0.0,0.0
216000,-0.0,-0.0,0.0,0.0
220000,-0.0,-0.0,0.0,0.0
224000,-0.0,-0.0,0.0,0.0
228000,-0.0,-0.0,0.0,0.0
232000,-0.0,-0.0,0.0,0.0
236000,-0.0,-0.0,0.0,0.0
244000,-0.0,-0.0,0.0,0.0
248000,-0.0,-0.0,0.0,0.0
252000,-0.0,-0.0,0.0,0.0
256000,-0.0,-0.0,0.0,0.0
260000,-0.0,-0.0,0.0,0.0
264000,-0.0,-0.0,0.0,0.0
268000,-0.0,-0.0,0.0,0.0
276000,-0.0,-0.0,0.0,0.0
280000,-0.0,-0.0,0.0,0.0
284000,-0.0,-0.0,0.0,0.0
292000,-0.0,-0.0,0.0,0.0
296000,-0.0,-0.0,0.0,0.0
300000,-0.0,-0.0,0.0,0.0
308000,-0.0,-0.0,0.0,0.0
312000,-0.0,-0.0,0.0,0.0
320000,-0.0,-0.0,0.0,0.0
324000,-0.0,-0.0,0.0,0.0
332000,-0.0,-0.0,0.0,0.0
336000,-0.0,-0.0,0.0,0.0
340000,-0.0,-0.0,0.0,0.0
344000,-0.0,-0.0,0.0,0.0
348000,-0.0,-0.0,0.0,0.0
352000,-0.0,-0.0,0.0,0.0
356000,-0.0,-0.0,0.0,0.0
364000,-0.0,-0.0,0.0,0.0
368000,-0.0,-0.0,0.0,0.0
372000,-0.0,-0.0,0.0,0.0
376000,-0.0,-0.0,0.0,0.0
380000,-0.0,-0.0,0.0,0.0
384000,-0.0,-0.0,0.0,0.0
388000,-0.0,-0.0,0.0,0.0
392000,-0.0,-0.0,0.0,0.0
396000,-0.0,-0.0,0.0,0.0
400000,-0.0,-0.0,0.0,0.0
404000,-0.0,-0.0,0.0,0.0
412000,-0.0,-0.0,0.0,0.0
416000,-0.0,-0.0,0.0,0.0
420000,-0.0,-0.0,0.0,0.0
424000,-0.0,-0.0,0.0,0.0
432000,-0.0,-0.0,0.0,0.0
436000,-0.0,-0.0,0.0,0.0
440000,-0.0,-0.0,0.0,0.0
448000,-0.0,-0.0,0.0,0.0
452000,-0.0,-0.0,0.0,0.0
456000,-0.0,-0.0,0.0,0.0
460000,-0.0,-0.0,0.0,0.0
464000,-0.0,-0.0,0.0,0.0
468000,-0.0,-0.0,0.0,0.0
472000,-0.0,-0.0,0.0,0.0
476000,-0.0,-0.0,0.0,0.0
480000,-0.0,-0.0,0.0,0.0
484000,-0.0,-0.0,0.0,0.0
488000,-0.0,-0.0,0.0,0.0
492000,-0.0,-0.0,0.0,0.0
500000,-0.0,-0.0,0.0,0.0
504000,-0.0,-0.0,0.0,0.0
512000,-0.0,-0.0,0.0,0.0
516000,-0.0,-0.0,0.0,0.0
520000,-0.0,-0.0,0.0,0.0
528000,-0.0,-0.0,0.0,0.0
532000,-0.0,-0.0,0.0,0.0
536000,-0.0,-0.0,0.0,0.0
540000,-0.0,-0.0,0.0,0.0
548000,-0.0,-0.0,0.0,0.0
556000,-0.0,-0.0,0.0,0.0
560000,-0.0,-0.0,0.0,0.0
564000,-0.0,-0.0,0.0,0.0
572000,-0.0,-0.0,0.0,0.0
580000,-0.0,-0.0,0.0,0.0
584000,-0.0,-0.0,0.0,0.0
588000,-0.0,-0.0,0.0,0.0
596000,-0.0,-0.0,0.0,0.0
604000,-0.0,-0.0,0.0,0.0
612000,-0.0,-0.0,0.0,0.0
616000,-0.0,-0.0,0.0,0.0
620000,-0.0,-0.0,0.0,0.0
624000,-0.0,-0.0,0.0,0.0
628000,-0.0,-0.0,0.0,0.0
632000,-0.0,-0.0,0.0,0.0
636000,-0.0,-0.0,0.0,0.0
640000,-0.0,-0.0,0.0,0.0
644000,-0.0,-0.0,0.0,0.0
652000,-0.0,-0.0,0.0,0.0
660000,-0.0,-0.0,0.0,0.0
664000,-0.0,-0.0,0.0,0.0
672000,-0.0,-0.0,0.0,0.0
676000,-0.0,-0.0,0.0,0.0
680000,-0.0,-0.0,0.0,0.0
684000,-0.0,-0.0,0.0,0.0
688000,-0.0,-0.0,0.0,0.0
692000,-0.0,-0.0,0.0,0.0
700000,-0.0,-0.0,0.0,0.0
704000,-0.0,-0.0,0.0,0.0
712000,-0.0,-0.0,0.0,0.0
716000,-0.0,-0.0,0.0,0.0
720000,-0.0,-0.0,0.0,0.0
724000,-0.0,-0.0,0.0,0.0
728000,-0.0,-0.0,0.0,0.0
732000,-0.0,-0.0,0.0,0.0
740000,-0.0,-0.0,0.0,0.0
744000,-0.0,-0.0,0.0,0.0
748000,-0.0,-0.0,0.0,0.0
752000,-0.0,-0.0,0.0,0.0
756000,-0.0,-0.0,0.0,0.0
764000,-0.0,-0.0,0.0,0.0
768000,-0.0,-0.0,0.0,0.0
772000,-0.0,-0.0,0.0,0.0
776000,-0.0,-0.0,0.0,0.0
780000,-0.0,-0.0,0.0,0.0
784000,-0.0,-0.0,0.0,0.0
792000,-0.0,-0.0,0.0,0.0
796000,-0.0,-0.0,0.0,0.0
800000,-0.0,-0.0,0.0,0.0
804000,-0.0,-0.0,0.0,0.0
808000,-0.0,-0.0,0.0,0.0
812000,-0.0,-0.0,0.0,0.0
816000,-0.0,-0.0,0.0,0.0
820000,-0.0,-0.0,0.0,0.0
828000,-0.0,-0.0,0.0,0.0
832000,-0.0,-0.0,0.0,0.0
836000,-0.0,-0.0,0.0,0.0
840000,-0.0,-0.0,0.0,0.0
844000,-0.0,-0.0,0.0,0.0
848000,-0.0,-0.0,0.0,0.0
852000,-0.0,-0.0,0.0,0.0
856000,-0.0,-0.0,0.0,0.0
860000,-0.0,-0.0,0.0,0.0
864000,-0.0,-0.0,0.0,0.0
868000,-0.0,-0.0,0.0,0.0
876000,-0.0,-0.0,0.0,0.0
880000,-0.0,-0.0,0.0,0.0
884000,-0.0,-0.0,0.0,0.0
888000,-0.0,-0.0,0.0,0.0
892000,-0.0,-0.0,0.0,0.0
896000,-0.0,-0.0,0.0,0.0
900000,-0.0,-0.0,0.0,0.0
904000,-0.0,-0.0,0.0,0.0
908000,-0.0,-0.0,0.0,0.0
912000,-0.0,-0.0,0.0,0.0
916000,-0.0,-0.0,0.0,0.0
920000,-0.0,-0.0,0.0,0.0
924000,-0.0,-0.0,0.0,0.0
928000,-0.0,-0.0,0.0,0.0
932000,-0.0,-0.0,0.0,0.0
936000,-0.0,-0.0,0.0,0.0
940000,-0.0,-0.0,0.0,0.0
944000,-0.0,-0.0,0.0,0.0
948000,-0.0,-0.0,0.0,0.0
952000,-0.0,-0.0,0.0,0.0
956000,-0.0,-0.0,0.0,0.0
960000,-0.0,-0.0,0.0,0.0
964000,-0.0,-0.0,0.0,0.0
972000,-0.0,-0.0,0.0,0.0
976000,-0.0,-0.0,0.0,0.0
980000,-0.0,-0.0,0.0,0.0
984000,-0.0,-0.0,0.0,0.0
992000,-0.0,-0.0,0.0,0.0
996000,-0.0,-0.0,0.0,0.0
1000000,-0.0,-0.0,0.0,0.0
1008000,-0.0,-0.0,0.0,0.0
1012000,-0.0,-0.0,0.0,0.0
1016000,-0.0,-0.0,0.0,0.0
1020000,-0.0,-0.0,0.0,0.0
1024000,-0.0,-0.0,0.0,0.0
1028000,-0.0,-0.0,0.0,0.0
1032000,-0.0,-0.0,0.0,0.0
1036000,-0.0,-0.0,0.0,0.0
1040000,-0.0,-0.0,0.0,0.0
1044000,-0.0,-0.0,0.0,0.0
1048000,-0.0,-0.0,0.0,0.0
1052000,-0.0,-0.0,0.0,0.0
1056000,-0.0,-0.0,0.0,0.0
1064000,-0.0,-0.0,0.0,0.0
1072000,-0.0,-0.0,0.0,0.0
1076000,-0.0,-0.0,0.0,0.0
1080000,-0.0,-0.0,0.0,0.0
1084000,-0.0,-0.0,0.0,0.0
1092000,-0.0,-0.0,0.0,0.0
1096000,-0.0,-0.0,0.0,0.0
1100000,-0.0,-0.0,0.0,0.0
1104000,-0.0,-0.0,0.0,0.0
1108000,-0.0,-0.0,0.0,0.0
1116000,-0.0,-0.0,0.0,0.0
1120000,-0.0,-0.0,0.0,0.0
1128000,-0.0,-0.0,0.0,0.0
1132000,-0.0,-0.0,0.0,0.0
1140000,-0.0,-0.0,0.0,0.0
1144000,-0.0,-0.0,0.0,0.0
1148000,-0.0,-0.0,0.0,0.0
1152000,-0.0,-0.0,0.0,0.0
1156000,-0.0,-0.0,0.0,0.0
1164000,-0.0,-0.0,0.0,0.0
1168000,-0.0,-0.0,0.0,0.0
1172000,-0.0,-0.0,0.0,0.0
1176000,-0.0,-0.0,0.0,0.0
1180000,-0.0,-0.0,0.0,0.0
1184000,-0.0,-0.0,0.0,0.0
1192000,-0.0,-0.0,0.0,0.0
1196000,-0.0,-0.0,0.0,0.0
1200000,-0.0,-0.0,0.0,0.0
1208000,-0.0,-0.0,0.0,0.0
1212000,-0.0,-0.0,0.0,0.0
1216000,-0.0,-0.0,0.0,0.0
1224000,-0.0,-0.0,0.0,0.0
1228000,-0.0,-0.0,0.0,0.0
1236000,-0.0,-0.0,0.0,0.0
1244000,-0.0,-0.0,0.0,0.0
1248000,-0.0,-0.0,0.0,0.0
1256000,-0.0,-0.0,0.0,0.0
1260000,-0.0,-0.0,0.0,0.0
1264000,-0.0,-0.0,0.0,0.0
1272000,-0.0,-0.0,0.0,0.0
1276000,-0.0,-0.0,0.0,0.0
1280000,-0.0,-0.0,0.0,0.0
1288000,-0.0,-0.0,0.0,0.0
1292000,-0.0,-0.0,0.0,0.0
1296000,-0.0,-0.0,0.0,0.0
1304000,-0.0,-0.0,0.0,0.0
1308000,-0.0,-0.0,0.0,0.0
1312000,-0.0,-0.0,0.0,0.0
1316000,-0.0,-0.0,0.0,0.0
1320000,-0.0,-0.0,0.0,0.0
1328000,-0.0,-0.0,0.0,0.0
1332000,-0.0,-0.0,0.0,0.0
1340000,-0.0,-0.0,0.0,0.0
1344000,-0.0,-0.0,0.0,0.0
1352000,-0.0,-0.0,0.0,0.0
1360000,-0.0,-0.0,0.0,0.0
1364000,-0.0,-0.0,0.0,0.0
1368000,-0.0,-0.0,0.0,0.0
1372000,-0.0,-0.0,0.0,0.0
1380000,-0.0,-0.0,0.0,0.0
1384000,-0.0,-0.0,0.0,0.0
1388000,-0.0,-0.0,0.0,0.0
1396000,-0.0,-0.0,0.0,0.0
1400000,-0.0,-0.0,0.0,0.0
1404000,-0.0,-0.0,0.0,0.0
1412000,-0.0,-0.0,0.0,0.0
1416000,-0.0,-0.0,0.0,0.0
1420000,-0.0,-0.0,0.0,0.0
1428000,-0.0,-0.0,0.0,0.0
1432000,-0.0,-0.0,0.0,0.0
1436000,-0.0,-0.0,0.0,0.0
1444000,-0.0,-0.0,0.0,0.0
1448000,-0.0,-0.0,0.0,0.0
1452000,-0.0,-0.0,0.0,0.0
1456000,-0.0,-0.0,0.0,0.0
1460000,-0.0,-0.0,0.0,0.0
1464000,-0.0,-0.0,0.0,0.0
1468000,-0.0,-0.0,0.0,0.0
1472000,-0.0,-0.0,0.0,0.0
1480000,-0.0,-0.0,0.0,0.0
1484000,-0.0,-0.0,0.0,0.0
1488000,-0.0,-0.0,0.0,0.0
1492000,-0.0,-0.0,0.0,0.0
1496000,-0.0,-0.0,0.0,0.0
1500000,-0.0,-0.0,0.0,0.0
1504000,-0.0,-0.0,0.0,0.0
1512000,-0.0,-0.0,0.0,0.0
1516000,-0.0,-0.0,0.0,0.0
1524000,-0.0,-0.0,0.0,0.0
1528000,-0.0,-0.0,0.0,0.0
1532000,-0.0,-0.0,0.0,0.0
1536000,-0.0,-0.0,0.0,0.0
1544000,-0.0,-0.0,0.0,0.0
1548000,-0.0,-0.0,0.0,0.0
1556000,-0.0,-0.0,0.0,0.0
1560000,-0.0,-0.0,0.0,0.0
1564000,-0.0,-0.0,0.0,0.0
1568000,-0.0,-0.0,0.0,0.0
1572000,-0.0,-0.0,0.0,0.0
1576000,-0.0,-0.0,0.0,0.0
1584000,-0.0,-0.0,0.0,0.0
1588000,-0.0,-0.0,0.0,0.0
1592000,-0.0,-0.0,0.0,0.0
1596000,-0.0,-0.0,0.0,0.0
1600000,-0.0,-0.0,0.0,0.0
1604000,-0.0,-0.0,0.0,0.0
1608000,-0.0,-0.0,0.0,0.0
1612000,-0.0,-0.0,0.0,0.0
1616000,-0.0,-0.0,0.0,0.0
1624000,-0.0,-0.0,0.0,0.0
1628000,-0.0,-0.0,0.0,0.0
1632000,-0.0,-0.0,0.0,0.0
1636000,-0.0,-0.0,0.0,0.0
1640000,-0.0,-0.0,0.0,0.0
1644000,-0.0,-0.0,0.0,0.0
1652000,-0.0,-0.0,0.0,0.0
1656000,-0.0,-0.0,0.0,0.0
1660000,-0.0,-0.0,0.0,0.0
1664000,-0.0,-0.0,0.0,0.0
1672000,-0.0,-0.0,0.0,0.0
1676000,-0.0,-0.0,0.0,0.0
1680000,-0.0,-0.0,0.0,0.0
1684000,-0.0,-0.0,0.0,0.0
1692000,-0.0,-0.0,0.0,0.0
1696000,-0.0,-0.0,0.0,0.0
1704000,-0.0,-0.0,0.0,0.0
1708000,-0.0,-0.0,0.0,0.0
1712000,-0.0,-0.0,0.0,0.0
1716000,-0.0,-0.0,0.0,0.0
1720000,-0.0,-0.0,0.0,0.0
1724000,-0.0,-0.0,0.0,0.0
1728000,-0.0,-0.0,0.0,0.0
1732000,-0.0,-0.0,0.0,0.0
1740000,-0.0,-0.0,0.0,0.0
1744000,-0.0,-0.0,0.0,0.0
1748000,-0.0,-0.0,0.0,0.0
1752000,-0.0,-0.0,0.0,0.0
1756000,-0.0,-0.0,0.0,0.0
1764000,-0.0,-0.0,0.0,0.0
1768000,-0.0,-0.0,0.0,0.0
1772000,-0.0,-0.0,0.0,0.0
1780000,-0.0,-0.0,0.0,0.0
1788000,-0.0,-0.0,0.0,0.0
1792000,-0.0,-0.0,0.0,0.0
1796000,-0.0,-0.0,0.0,0.0
1800000,-0.0,-0.0,0.0,0.0
1808000,-0.0,-0.0,0.0,0.0
1812000,-0.0,-0.0,0.0,0.0
1816000,-0.0,-0.0,0.0,0.0
1820000,-0.0,-0.0,0.0,0.0
1828000,-0.0,-0.0,0.0,0.0
1832000,-0.0,-0.0,0.0,0.0
1836000,-0.0,-0.0,0.0,0.0
1840000,-0.0,-0.0,0.0,0.0
1844000,-0.0,-0.0,0.0,0.0
1852000,-0.0,-0.0,0.0,0.0
1856000,-0.0,-0.0,0.0,0.0
1860000,-0.0,-0.0,0.0,0.0
1864000,-0.0,-0.0,0.0,0.0
1872000,-0.0,-0.0,0.0,0.0
1880000,-0.0,-0.0,0.0,0.0
1888000,-0.0,-0.0,0.0,0.0
1892000,-0.0,-0.0,0.0,0.0
1896000,-0.0,-0.0,0.0,0.0
1904000,-0.0,-0.0,0.0,0.0
1908000,-0.0,-0.0,0.0,0.0
1912000,-0.0,-0.0,0.0,0.0
1920000,-0.0,-0.0,0.0,0.0
1924000,-0.0,-0.0,0.0,0.0
1928000,-0.0,-0.0,0.0,0.0
1932000,-0.0,-0.0,0.0,0.0
1936000,-0.0,-0.0,0.0,0.0
1940000,-0.0,-0.0,0.0,0.0
1948000,-0.0,-0.0,0.0,0.0
1956000,-0.0,-0.0,0.0,0.0
1964000,-0.0,-0.0,0.0,0.0
1972000,-0.0,-0.0,0.0,0.0
1976000,-0.0,-0.0,0.0,0.0
1980000,-0.0,-0.0,0.0,0.0
1984000,-0.0,-0.0,0.0,0.0
1988000,-0.0,-0.0,0.0,0.0
1992000,-0.0,-0.0,0.0,0.0
1996000,-0.0,-0.0,0.0,0.0
2000000,-0.0,-0.0,0.0,0.0
2008000,-0.0,-0.0,0.0,0.0
2012000,-0.0,-0.0,0.0,0.0
